textos,tokens,tokens_sin_innecesarios,lematizados,lematizados_str,pred_KNN,pred_RedNeuronal,pred_SVM,pred_SVM_ODS,pred_KNN_ODS,pred_RedNeuronal_ODS
se espera que satisfaga las demandas de mano de obra de la economía brinde igualdad de oportunidades educativas para todos y promueva la unidad nacional en la sociedad plural de malasia la educación en malasia está supervisada por dos ministerios gubernamentales el ministerio de educación para asuntos hasta el nivel secundario y el ministerio de educación superior para la educación terciaria la principal legislación que rige la educación es la ley de educación de 1996,"['se', 'espera', 'que', 'satisfaga', 'las', 'demandas', 'de', 'mano', 'de', 'obra', 'de', 'la', 'economía', 'brinde', 'igualdad', 'de', 'oportunidades', 'educativas', 'para', 'todos', 'y', 'promueva', 'la', 'unidad', 'nacional', 'en', 'la', 'sociedad', 'plural', 'de', 'malasia', 'la', 'educación', 'en', 'malasia', 'está', 'supervisada', 'por', 'dos', 'ministerios', 'gubernamentales', 'el', 'ministerio', 'de', 'educación', 'para', 'asuntos', 'hasta', 'el', 'nivel', 'secundario', 'y', 'el', 'ministerio', 'de', 'educación', 'superior', 'para', 'la', 'educación', 'terciaria', 'la', 'principal', 'legislación', 'que', 'rige', 'la', 'educación', 'es', 'la', 'ley', 'de', 'educación', 'de', '1996']","['espera', 'satisfaga', 'demandas', 'mano', 'obra', 'economía', 'brinde', 'igualdad', 'oportunidades', 'educativas', 'promueva', 'unidad', 'nacional', 'sociedad', 'plural', 'malasia', 'educación', 'malasia', 'supervisada', 'ministerios', 'gubernamentales', 'ministerio', 'educación', 'asuntos', 'nivel', 'secundario', 'ministerio', 'educación', 'superior', 'educación', 'terciaria', 'principal', 'legislación', 'rige', 'educación', 'ley', 'educación', '1996']","['esperar', 'satisfago', 'demanda', 'mano', 'obra', 'economío', 'brinde', 'igualdad', 'oportunidad', 'educativo', 'promover', 'unidad', 'nacional', 'sociedad', 'plural', 'malasia', 'educación', 'malasio', 'supervisado', 'ministerio', 'gubernamental', 'ministerio', 'educación', 'asuntos', 'nivel', 'secundario', 'ministerio', 'educación', 'superior', 'educación', 'terciario', 'principal', 'legislación', 'regir', 'educación', 'ley', 'educación', '1996']",esperar satisfago demanda mano obra economío brinde igualdad oportunidad educativo promover unidad nacional sociedad plural malasia educación malasio supervisado ministerio gubernamental ministerio educación asuntos nivel secundario ministerio educación superior educación terciario principal legislación regir educación ley educación 1996,4,4,4,ODS 4,ODS 4,ODS 4
l instauration de droits de scolarite universels paraleloment a des prets remboursables en fonction des ressources pourrait aporter une solution ces problemes ce document de travail se rapporte a vetude economique de locde de la slovenie 2011 wwwoecdorgecoetudesslovenie el uso de dichos datos por parte de la ocde es sin perjuicio del estado de los altos del golán jerusalén este y los asentamientos israelíes en cisjordania según los términos del derecho internacional sin embargo el sistema enfrenta desafíos importantes,"['l', 'instauration', 'de', 'droits', 'de', 'scolarite', 'universels', 'paraleloment', 'a', 'des', 'prets', 'remboursables', 'en', 'fonction', 'des', 'ressources', 'pourrait', 'aporter', 'une', 'solution', 'ces', 'problemes', 'ce', 'document', 'de', 'travail', 'se', 'rapporte', 'a', 'vetude', 'economique', 'de', 'locde', 'de', 'la', 'slovenie', '2011', 'wwwoecdorgecoetudesslovenie', 'el', 'uso', 'de', 'dichos', 'datos', 'por', 'parte', 'de', 'la', 'ocde', 'es', 'sin', 'perjuicio', 'del', 'estado', 'de', 'los', 'altos', 'del', 'golán', 'jerusalén', 'este', 'y', 'los', 'asentamientos', 'israelíes', 'en', 'cisjordania', 'según', 'los', 'términos', 'del', 'derecho', 'internacional', 'sin', 'embargo', 'el', 'sistema', 'enfrenta', 'desafíos', 'importantes']","['l', 'instauration', 'droits', 'scolarite', 'universels', 'paraleloment', 'des', 'prets', 'remboursables', 'fonction', 'des', 'ressources', 'pourrait', 'aporter', 'une', 'solution', 'ces', 'problemes', 'ce', 'document', 'travail', 'rapporte', 'vetude', 'economique', 'locde', 'slovenie', '2011', 'wwwoecdorgecoetudesslovenie', 'dichos', 'datos', 'ocde', 'perjuicio', 'altos', 'golán', 'jerusalén', 'asentamientos', 'israelíes', 'cisjordania', 'términos', 'derecho', 'internacional', 'sistema', 'enfrenta', 'desafíos', 'importantes']","['l', 'instauration', 'droits', 'scolaritar', 'universels', 'paraleloment', 'des', 'pret', 'remboursabl', 'fonction', 'des', 'ressourz', 'pourrait', 'aporter', 'une', 'solution', 'ces', 'problem', 'ce', 'document', 'travail', 'rapporte', 'vetude', 'economique', 'locde', 'slovenie', '2011', 'wwwoecdorgecoetudesslovenie', 'dicho', 'dato', 'ocde', 'perjuicio', 'alto', 'golán', 'jerusalén', 'asentamiento', 'israelí', 'cisjordaniar', 'término', 'derecho', 'internacional', 'sistema', 'enfrentar', 'desafío', 'importante']",l instauration droits scolaritar universels paraleloment des pret remboursabl fonction des ressourz pourrait aporter une solution ces problem ce document travail rapporte vetude economique locde slovenie 2011 wwwoecdorgecoetudesslovenie dicho dato ocde perjuicio alto golán jerusalén asentamiento israelí cisjordaniar término derecho internacional sistema enfrentar desafío importante,3,4,4,ODS 4,ODS 3,ODS 4
kazajstán reaccionó rápidamente e introdujo un programa de obras públicas junto con actividades de capacitación y pasantías consulte la sección 4 anterior protegen los ingresos de los pobres y al mismo tiempo invierten en la construcción de infraestructura o la prestación de servicios sociales son especialmente apropiados en una situación de alto desempleo,"['kazajstán', 'reaccionó', 'rápidamente', 'e', 'introdujo', 'un', 'programa', 'de', 'obras', 'públicas', 'junto', 'con', 'actividades', 'de', 'capacitación', 'y', 'pasantías', 'consulte', 'la', 'sección', '4', 'anterior', 'protegen', 'los', 'ingresos', 'de', 'los', 'pobres', 'y', 'al', 'mismo', 'tiempo', 'invierten', 'en', 'la', 'construcción', 'de', 'infraestructura', 'o', 'la', 'prestación', 'de', 'servicios', 'sociales', 'son', 'especialmente', 'apropiados', 'en', 'una', 'situación', 'de', 'alto', 'desempleo']","['kazajstán', 'reaccionó', 'rápidamente', 'introdujo', 'programa', 'obras', 'públicas', 'actividades', 'capacitación', 'pasantías', 'consulte', 'sección', '4', 'protegen', 'ingresos', 'pobres', 'tiempo', 'invierten', 'construcción', 'infraestructura', 'prestación', 'servicios', 'sociales', 'especialmente', 'apropiados', 'situación', 'alto', 'desempleo']","['kazajstán', 'reaccionar', 'rápidamente', 'introducir', 'programa', 'obra', 'público', 'actividad', 'capacitación', 'pasantía', 'consultar', 'sección', '4', 'protegen', 'ingreso', 'pobre', 'tiempo', 'invertir', 'construcción', 'infraestructuro', 'prestación', 'servicio', 'social', 'especialmente', 'apropiado', 'situación', 'alto', 'desempleo']",kazajstán reaccionar rápidamente introducir programa obra público actividad capacitación pasantía consultar sección 4 protegen ingreso pobre tiempo invertir construcción infraestructuro prestación servicio social especialmente apropiado situación alto desempleo,1,3,1,ODS 1,ODS 1,ODS 3
abordamos los problemas del idioma de instrucción en las escuelas en términos de esfuerzos para conservar los idiomas heredados y asegurar que los estudiantes adquieran los idiomas nacionales de comercio y educación superior también abordamos la educación indígena enfocándonos en los esfuerzos para aumentar el control indígena sobre la educación y las nuevas formas de usar y transmitir ese conocimiento indígena y las formas de enseñar y aprender ya sea dentro o fuera de los sistemas escolares formales y por último analizamos los problemas de rendimiento de los estudiantes centrándonos especialmente en la brecha de género entre mujeres y hombres y en el bajo rendimiento continuo de los estudiantes indígenas en gran parte del norte,"['abordamos', 'los', 'problemas', 'del', 'idioma', 'de', 'instrucción', 'en', 'las', 'escuelas', 'en', 'términos', 'de', 'esfuerzos', 'para', 'conservar', 'los', 'idiomas', 'heredados', 'y', 'asegurar', 'que', 'los', 'estudiantes', 'adquieran', 'los', 'idiomas', 'nacionales', 'de', 'comercio', 'y', 'educación', 'superior', 'también', 'abordamos', 'la', 'educación', 'indígena', 'enfocándonos', 'en', 'los', 'esfuerzos', 'para', 'aumentar', 'el', 'control', 'indígena', 'sobre', 'la', 'educación', 'y', 'las', 'nuevas', 'formas', 'de', 'usar', 'y', 'transmitir', 'ese', 'conocimiento', 'indígena', 'y', 'las', 'formas', 'de', 'enseñar', 'y', 'aprender', 'ya', 'sea', 'dentro', 'o', 'fuera', 'de', 'los', 'sistemas', 'escolares', 'formales', 'y', 'por', 'último', 'analizamos', 'los', 'problemas', 'de', 'rendimiento', 'de', 'los', 'estudiantes', 'centrándonos', 'especialmente', 'en', 'la', 'brecha', 'de', 'género', 'entre', 'mujeres', 'y', 'hombres', 'y', 'en', 'el', 'bajo', 'rendimiento', 'continuo', 'de', 'los', 'estudiantes', 'indígenas', 'en', 'gran', 'parte', 'del', 'norte']","['abordamos', 'problemas', 'idioma', 'instrucción', 'escuelas', 'términos', 'esfuerzos', 'conservar', 'idiomas', 'heredados', 'asegurar', 'estudiantes', 'adquieran', 'idiomas', 'nacionales', 'comercio', 'educación', 'superior', 'abordamos', 'educación', 'indígena', 'enfocándonos', 'esfuerzos', 'aumentar', 'control', 'indígena', 'educación', 'formas', 'transmitir', 'conocimiento', 'indígena', 'formas', 'enseñar', 'aprender', 'sistemas', 'escolares', 'formales', 'analizamos', 'problemas', 'rendimiento', 'estudiantes', 'centrándonos', 'especialmente', 'brecha', 'género', 'mujeres', 'hombres', 'rendimiento', 'continuo', 'estudiantes', 'indígenas', 'norte']","['abordamos', 'problema', 'idiomir', 'instrucción', 'escuela', 'término', 'esfuerzo', 'conservar', 'idioma', 'heredado', 'asegurar', 'estudiante', 'adqueír', 'idioma', 'nacional', 'comercio', 'educación', 'superior', 'abordamos', 'educación', 'indígén', 'enfocándono', 'esfuerzo', 'aumentar', 'control', 'indígén', 'educación', 'forma', 'transmitir', 'conocimiento', 'indígenar', 'forma', 'enseñar', 'aprender', 'sistema', 'escolar', 'formal', 'analizar', 'problema', 'rendimiento', 'estudiant', 'centrándono', 'especialmente', 'brecho', 'género', 'mujer', 'hombr', 'rendimiento', 'continuo', 'estudiante', 'indígena', 'norte']",abordamos problema idiomir instrucción escuela término esfuerzo conservar idioma heredado asegurar estudiante adqueír idioma nacional comercio educación superior abordamos educación indígén enfocándono esfuerzo aumentar control indígén educación forma transmitir conocimiento indígenar forma enseñar aprender sistema escolar formal analizar problema rendimiento estudiant centrándono especialmente brecho género mujer hombr rendimiento continuo estudiante indígena norte,4,4,4,ODS 4,ODS 4,ODS 4
los enfoques comunitarios de la medicina y la educación médica también beneficiarían a la región y mejorarían los resultados de aprendizaje de los estudiantes los estudiantes de medicina pasarán mucho menos tiempo en los hospitales y mucho más tiempo en las comunidades los estudiantes aprenderán desde una etapa temprana a trabajar en equipos multidisciplinarios junto a enfermeras trabajadores sociales psicólogos y otros profesionales de la salud afines,"['los', 'enfoques', 'comunitarios', 'de', 'la', 'medicina', 'y', 'la', 'educación', 'médica', 'también', 'beneficiarían', 'a', 'la', 'región', 'y', 'mejorarían', 'los', 'resultados', 'de', 'aprendizaje', 'de', 'los', 'estudiantes', 'los', 'estudiantes', 'de', 'medicina', 'pasarán', 'mucho', 'menos', 'tiempo', 'en', 'los', 'hospitales', 'y', 'mucho', 'más', 'tiempo', 'en', 'las', 'comunidades', 'los', 'estudiantes', 'aprenderán', 'desde', 'una', 'etapa', 'temprana', 'a', 'trabajar', 'en', 'equipos', 'multidisciplinarios', 'junto', 'a', 'enfermeras', 'trabajadores', 'sociales', 'psicólogos', 'y', 'otros', 'profesionales', 'de', 'la', 'salud', 'afines']","['enfoques', 'comunitarios', 'medicina', 'educación', 'médica', 'beneficiarían', 'región', 'mejorarían', 'resultados', 'aprendizaje', 'estudiantes', 'estudiantes', 'medicina', 'pasarán', 'tiempo', 'hospitales', 'tiempo', 'comunidades', 'estudiantes', 'aprenderán', 'etapa', 'temprana', 'trabajar', 'equipos', 'multidisciplinarios', 'enfermeras', 'trabajadores', 'sociales', 'psicólogos', 'profesionales', 'salud', 'afines']","['enfoque', 'comunitario', 'medicín', 'educación', 'médico', 'beneficiariar', 'región', 'mejorarir', 'resultado', 'aprendizaje', 'estudiant', 'estudiant', 'medicín', 'pasar', 'tiempo', 'hospita él', 'tiempo', 'comunidad', 'estudiant', 'aprender', 'etapa', 'temprano', 'trabajar', 'equipo', 'multidisciplinario', 'enfermera', 'trabajador', 'social', 'psicólogo', 'profesional', 'salud', 'afín']",enfoque comunitario medicín educación médico beneficiariar región mejorarir resultado aprendizaje estudiant estudiant medicín pasar tiempo hospita él tiempo comunidad estudiant aprender etapa temprano trabajar equipo multidisciplinario enfermera trabajador social psicólogo profesional salud afín,4,4,4,ODS 4,ODS 4,ODS 4
en finlandia por ejemplo la mayor parte de la variación de rendimiento observada se da dentro de los centros escolares y no entre ellos lo que indica que los centros tienen niveles de rendimiento similares y no seleccionan a los alumnos por su capacidad académica las diferencias en el entorno socioeconómico de los centros explican una pequeña proporción de las ya pequeñas diferencias de rendimiento entre centros lo que sugiere que hay poca segregación por motivos socioeconómicos las economías no miembros de la ocde se incluyen a efectos comparativos,"['en', 'finlandia', 'por', 'ejemplo', 'la', 'mayor', 'parte', 'de', 'la', 'variación', 'de', 'rendimiento', 'observada', 'se', 'da', 'dentro', 'de', 'los', 'centros', 'escolares', 'y', 'no', 'entre', 'ellos', 'lo', 'que', 'indica', 'que', 'los', 'centros', 'tienen', 'niveles', 'de', 'rendimiento', 'similares', 'y', 'no', 'seleccionan', 'a', 'los', 'alumnos', 'por', 'su', 'capacidad', 'académica', 'las', 'diferencias', 'en', 'el', 'entorno', 'socioeconómico', 'de', 'los', 'centros', 'explican', 'una', 'pequeña', 'proporción', 'de', 'las', 'ya', 'pequeñas', 'diferencias', 'de', 'rendimiento', 'entre', 'centros', 'lo', 'que', 'sugiere', 'que', 'hay', 'poca', 'segregación', 'por', 'motivos', 'socioeconómicos', 'las', 'economías', 'no', 'miembros', 'de', 'la', 'ocde', 'se', 'incluyen', 'a', 'efectos', 'comparativos']","['finlandia', 'ejemplo', 'variación', 'rendimiento', 'observada', 'centros', 'escolares', 'indica', 'centros', 'niveles', 'rendimiento', 'similares', 'seleccionan', 'alumnos', 'capacidad', 'académica', 'diferencias', 'entorno', 'socioeconómico', 'centros', 'explican', 'pequeña', 'proporción', 'pequeñas', 'diferencias', 'rendimiento', 'centros', 'sugiere', 'segregación', 'motivos', 'socioeconómicos', 'economías', 'miembros', 'ocde', 'incluyen', 'efectos', 'comparativos']","['finlandiar', 'ejemplo', 'variación', 'rendimiento', 'observado', 'centro', 'escolar', 'indicar', 'centro', 'nivel', 'rendimiento', 'similar', 'seleccionar', 'alumno', 'capacidad', 'académico', 'diferencia', 'entorno', 'socioeconómico', 'centro', 'explicar', 'pequeño', 'proporción', 'pequeño', 'diferencia', 'rendimiento', 'centro', 'sugerir', 'segregación', 'motivo', 'socioeconómico', 'economía', 'miembro', 'ocde', 'incluir', 'efecto', 'comparativo']",finlandiar ejemplo variación rendimiento observado centro escolar indicar centro nivel rendimiento similar seleccionar alumno capacidad académico diferencia entorno socioeconómico centro explicar pequeño proporción pequeño diferencia rendimiento centro sugerir segregación motivo socioeconómico economía miembro ocde incluir efecto comparativo,4,4,4,ODS 4,ODS 4,ODS 4
en los países bajos los servicios de hospitalización también son gratuitos una vez que se alcanza el deducible general anual cuando se trata como un paciente privado en un hospital público o privado medicare cubre una proporción reducida de los costos y el costo restante a menudo lo paga un seguro de salud privado o de su propio bolsillo en 2011-2012 los pacientes públicos representaron el 51 de los ingresos hospitalarios y los pacientes cubiertos por seguros de salud privados el 39 4 instituto australiano de salud y bienestar 2013,"['en', 'los', 'países', 'bajos', 'los', 'servicios', 'de', 'hospitalización', 'también', 'son', 'gratuitos', 'una', 'vez', 'que', 'se', 'alcanza', 'el', 'deducible', 'general', 'anual', 'cuando', 'se', 'trata', 'como', 'un', 'paciente', 'privado', 'en', 'un', 'hospital', 'público', 'o', 'privado', 'medicare', 'cubre', 'una', 'proporción', 'reducida', 'de', 'los', 'costos', 'y', 'el', 'costo', 'restante', 'a', 'menudo', 'lo', 'paga', 'un', 'seguro', 'de', 'salud', 'privado', 'o', 'de', 'su', 'propio', 'bolsillo', 'en', '2011-2012', 'los', 'pacientes', 'públicos', 'representaron', 'el', '51', 'de', 'los', 'ingresos', 'hospitalarios', 'y', 'los', 'pacientes', 'cubiertos', 'por', 'seguros', 'de', 'salud', 'privados', 'el', '39', '4', 'instituto', 'australiano', 'de', 'salud', 'y', 'bienestar', '2013']","['países', 'bajos', 'servicios', 'hospitalización', 'gratuitos', 'alcanza', 'deducible', 'general', 'anual', 'paciente', 'privado', 'hospital', 'público', 'privado', 'medicare', 'cubre', 'proporción', 'reducida', 'costos', 'costo', 'restante', 'paga', 'seguro', 'salud', 'privado', 'bolsillo', '2011-2012', 'pacientes', 'públicos', 'representaron', '51', 'ingresos', 'hospitalarios', 'pacientes', 'cubiertos', 'seguros', 'salud', 'privados', '39', '4', 'instituto', 'australiano', 'salud', 'bienestar', '2013']","['país', 'bajo', 'servicio', 'hospitalización', 'gratuito', 'alcanzar', 'deducible', 'general', 'anual', 'paciente', 'privado', 'hospital', 'público', 'privado', 'medicare', 'cubrir', 'proporción', 'reducido', 'costo', 'costo', 'restante', 'pagar', 'seguro', 'salud', 'privado', 'bolsillo', '2011-2012', 'paciente', 'público', 'representar', '51', 'ingreso', 'hospitalario', 'paciente', 'cubierto', 'seguro', 'salud', 'privado', '39', '4', 'instituto', 'australiano', 'salud', 'bienestar', '2013']",país bajo servicio hospitalización gratuito alcanzar deducible general anual paciente privado hospital público privado medicare cubrir proporción reducido costo costo restante pagar seguro salud privado bolsillo 2011-2012 paciente público representar 51 ingreso hospitalario paciente cubierto seguro salud privado 39 4 instituto australiano salud bienestar 2013,3,3,3,ODS 3,ODS 3,ODS 3
durante ese periodo el gasto por alumno en los niveles primario secundario y postsecundario no terciario aumentó en la mayoría de los países de la ocde un 19 de media en toda la ocde con un incremento medio del gasto del 15 y un ligero descenso del número de alumnos 3 debido a que las cohortes que llegan a la edad escolar son más reducidas ocde 2014 sin embargo como se ha señalado anteriormente las diferencias en la calidad de los sistemas educativos pueden dar lugar a diferencias significativas en el nivel de competencias alcanzado por personas con el mismo nivel educativo según los resultados de la encuesta sobre las competencias de los adultos la magnitud es tal que los titulados universitarios de países con sistemas educativos de bajo rendimiento tienen niveles de competencias similares a los de los estudiantes que solo han alcanzado la educación secundaria en los países con mejores resultados figura 11,"['durante', 'ese', 'periodo', 'el', 'gasto', 'por', 'alumno', 'en', 'los', 'niveles', 'primario', 'secundario', 'y', 'postsecundario', 'no', 'terciario', 'aumentó', 'en', 'la', 'mayoría', 'de', 'los', 'países', 'de', 'la', 'ocde', 'un', '19', 'de', 'media', 'en', 'toda', 'la', 'ocde', 'con', 'un', 'incremento', 'medio', 'del', 'gasto', 'del', '15', 'y', 'un', 'ligero', 'descenso', 'del', 'número', 'de', 'alumnos', '3', 'debido', 'a', 'que', 'las', 'cohortes', 'que', 'llegan', 'a', 'la', 'edad', 'escolar', 'son', 'más', 'reducidas', 'ocde', '2014', 'sin', 'embargo', 'como', 'se', 'ha', 'señalado', 'anteriormente', 'las', 'diferencias', 'en', 'la', 'calidad', 'de', 'los', 'sistemas', 'educativos', 'pueden', 'dar', 'lugar', 'a', 'diferencias', 'significativas', 'en', 'el', 'nivel', 'de', 'competencias', 'alcanzado', 'por', 'personas', 'con', 'el', 'mismo', 'nivel', 'educativo', 'según', 'los', 'resultados', 'de', 'la', 'encuesta', 'sobre', 'las', 'competencias', 'de', 'los', 'adultos', 'la', 'magnitud', 'es', 'tal', 'que', 'los', 'titulados', 'universitarios', 'de', 'países', 'con', 'sistemas', 'educativos', 'de', 'bajo', 'rendimiento', 'tienen', 'niveles', 'de', 'competencias', 'similares', 'a', 'los', 'de', 'los', 'estudiantes', 'que', 'solo', 'han', 'alcanzado', 'la', 'educación', 'secundaria', 'en', 'los', 'países', 'con', 'mejores', 'resultados', 'figura', '11']","['periodo', 'gasto', 'alumno', 'niveles', 'primario', 'secundario', 'postsecundario', 'terciario', 'aumentó', 'mayoría', 'países', 'ocde', '19', 'media', 'ocde', 'incremento', 'gasto', '15', 'ligero', 'descenso', 'número', 'alumnos', '3', 'cohortes', 'llegan', 'edad', 'escolar', 'reducidas', 'ocde', '2014', 'señalado', 'anteriormente', 'diferencias', 'calidad', 'sistemas', 'educativos', 'lugar', 'diferencias', 'significativas', 'nivel', 'competencias', 'alcanzado', 'personas', 'nivel', 'educativo', 'resultados', 'encuesta', 'competencias', 'adultos', 'magnitud', 'titulados', 'universitarios', 'países', 'sistemas', 'educativos', 'rendimiento', 'niveles', 'competencias', 'similares', 'estudiantes', 'alcanzado', 'educación', 'secundaria', 'países', 'mejores', 'resultados', 'figura', '11']","['periodo', 'gasto', 'alumno', 'nivel', 'primario', 'secundario', 'postsecundario', 'terciario', 'aumentar', 'mayoría', 'país', 'ocde', '19', 'medio', 'ocde', 'incremento', 'gasto', '15', 'ligero', 'descenso', 'número', 'alumno', '3', 'cohorte', 'llegar', 'edad', 'escolar', 'reducido', 'ocde', '2014', 'señalado', 'anteriormente', 'diferencia', 'calidad', 'sistema', 'educativo', 'lugar', 'diferencia', 'significativo', 'nivel', 'competencia', 'alcanzado', 'persona', 'nivel', 'educativo', 'resultado', 'encuesta', 'competencia', 'adulto', 'magnitud', 'titulado', 'universitario', 'país', 'sistema', 'educativo', 'rendimiento', 'nivel', 'competencia', 'similar', 'estudiante', 'alcanzado', 'educación', 'secundario', 'país', 'mejor', 'resultado', 'figurar', '11']",periodo gasto alumno nivel primario secundario postsecundario terciario aumentar mayoría país ocde 19 medio ocde incremento gasto 15 ligero descenso número alumno 3 cohorte llegar edad escolar reducido ocde 2014 señalado anteriormente diferencia calidad sistema educativo lugar diferencia significativo nivel competencia alcanzado persona nivel educativo resultado encuesta competencia adulto magnitud titulado universitario país sistema educativo rendimiento nivel competencia similar estudiante alcanzado educación secundario país mejor resultado figurar 11,4,4,4,ODS 4,ODS 4,ODS 4
redes de pares tenc los pocos sistemas de américa latina y medio oriente escala la tabla indica dónde entre todos los docentes un determinado docente se beneficiaría de una sola mejor práctica en comparación con aquellos que se benefician de cinco o diez tan importantes la tabla 21 muestra el puntaje de un docente en la profesionalidad docente que se espera que clasifique si se benefició de las prácticas que la ocde identifica o se encuentra entre el tercio inferior de todas las profesiones y entornos laborales,"['redes', 'de', 'pares', 'tenc', 'los', 'pocos', 'sistemas', 'de', 'américa', 'latina', 'y', 'medio', 'oriente', 'escala', 'la', 'tabla', 'indica', 'dónde', 'entre', 'todos', 'los', 'docentes', 'un', 'determinado', 'docente', 'se', 'beneficiaría', 'de', 'una', 'sola', 'mejor', 'práctica', 'en', 'comparación', 'con', 'aquellos', 'que', 'se', 'benefician', 'de', 'cinco', 'o', 'diez', 'tan', 'importantes', 'la', 'tabla', '21', 'muestra', 'el', 'puntaje', 'de', 'un', 'docente', 'en', 'la', 'profesionalidad', 'docente', 'que', 'se', 'espera', 'que', 'clasifique', 'si', 'se', 'benefició', 'de', 'las', 'prácticas', 'que', 'la', 'ocde', 'identifica', 'o', 'se', 'encuentra', 'entre', 'el', 'tercio', 'inferior', 'de', 'todas', 'las', 'profesiones', 'y', 'entornos', 'laborales']","['redes', 'pares', 'tenc', 'sistemas', 'américa', 'latina', 'oriente', 'escala', 'tabla', 'indica', 'docentes', 'determinado', 'docente', 'beneficiaría', 'práctica', 'comparación', 'benefician', 'importantes', 'tabla', '21', 'muestra', 'puntaje', 'docente', 'profesionalidad', 'docente', 'espera', 'clasifique', 'benefició', 'prácticas', 'ocde', 'identifica', 'tercio', 'inferior', 'profesiones', 'entornos', 'laborales']","['red', 'par', 'tenc', 'sistema', 'américo', 'latina', 'oriente', 'escala', 'tablo', 'indicar', 'docente', 'determinado', 'docente', 'beneficiaría', 'práctico', 'comparación', 'beneficiar', 'importante', 'tabla', '21', 'mostrar', 'puntaje', 'docente', 'profesionalidad', 'docente', 'esperar', 'clasifique', 'beneficiar', 'práctica', 'ocde', 'identificar', 'tercio', 'inferior', 'profesión', 'entorno', 'laboral']",red par tenc sistema américo latina oriente escala tablo indicar docente determinado docente beneficiaría práctico comparación beneficiar importante tabla 21 mostrar puntaje docente profesionalidad docente esperar clasifique beneficiar práctica ocde identificar tercio inferior profesión entorno laboral,4,4,4,ODS 4,ODS 4,ODS 4
varios países de américa latina y áfrica han intentado con la fuerte ayuda de los donantes formalizar los títulos de propiedad de la tierra siguiendo el argumento de de soto a pesar de que de soto ha ofrecido poca evidencia real de que la formalización de los títulos de propiedad en realidad conduzca a un mayor acceso al crédito y por lo tanto a la reducción de la pobreza en el mundo en desarrollo según la defensora legal murtaza jaffer citado en bourbeau 2001 pp los pobres pronto venden sus intereses regresando una vez más a los asentamientos no planificados y la desesperación,"['varios', 'países', 'de', 'américa', 'latina', 'y', 'áfrica', 'han', 'intentado', 'con', 'la', 'fuerte', 'ayuda', 'de', 'los', 'donantes', 'formalizar', 'los', 'títulos', 'de', 'propiedad', 'de', 'la', 'tierra', 'siguiendo', 'el', 'argumento', 'de', 'de', 'soto', 'a', 'pesar', 'de', 'que', 'de', 'soto', 'ha', 'ofrecido', 'poca', 'evidencia', 'real', 'de', 'que', 'la', 'formalización', 'de', 'los', 'títulos', 'de', 'propiedad', 'en', 'realidad', 'conduzca', 'a', 'un', 'mayor', 'acceso', 'al', 'crédito', 'y', 'por', 'lo', 'tanto', 'a', 'la', 'reducción', 'de', 'la', 'pobreza', 'en', 'el', 'mundo', 'en', 'desarrollo', 'según', 'la', 'defensora', 'legal', 'murtaza', 'jaffer', 'citado', 'en', 'bourbeau', '2001', 'pp', 'los', 'pobres', 'pronto', 'venden', 'sus', 'intereses', 'regresando', 'una', 'vez', 'más', 'a', 'los', 'asentamientos', 'no', 'planificados', 'y', 'la', 'desesperación']","['países', 'américa', 'latina', 'áfrica', 'intentado', 'fuerte', 'ayuda', 'donantes', 'formalizar', 'títulos', 'propiedad', 'tierra', 'siguiendo', 'argumento', 'soto', 'soto', 'ofrecido', 'evidencia', 'real', 'formalización', 'títulos', 'propiedad', 'realidad', 'conduzca', 'acceso', 'crédito', 'reducción', 'pobreza', 'mundo', 'desarrollo', 'defensora', 'legal', 'murtaza', 'jaffer', 'citado', 'bourbeau', '2001', 'pp', 'pobres', 'venden', 'intereses', 'regresando', 'asentamientos', 'planificados', 'desesperación']","['país', 'américo', 'latino', 'áfrica', 'intentado', 'fuerte', 'ayuda', 'donant', 'formalizar', 'título', 'propiedad', 'tierro', 'seguir', 'argumento', 'soto', 'soto', 'ofrecido', 'evidencia', 'real', 'formalización', 'título', 'propiedad', 'realidad', 'conducir', 'acceso', 'crédito', 'reducción', 'pobreza', 'mundo', 'desarrollo', 'defensorar', 'legal', 'murtaza', 'jaffer', 'citado', 'bourbeau', '2001', 'pp', 'pobre', 'vender', 'interés', 'regresar', 'asentamiento', 'planificado', 'desesperación']",país américo latino áfrica intentado fuerte ayuda donant formalizar título propiedad tierro seguir argumento soto soto ofrecido evidencia real formalización título propiedad realidad conducir acceso crédito reducción pobreza mundo desarrollo defensorar legal murtaza jaffer citado bourbeau 2001 pp pobre vender interés regresar asentamiento planificado desesperación,1,1,1,ODS 1,ODS 1,ODS 1
